Sample name;Match Score;Polymer;Size (pixels);Size (micrometer2);Major dimension (micrometer);Minor dimension (micrometer);Feret dimension (micrometer);Est Volume (micrometer3);Est Mass (ng)
Inlet_water_Choisy 3;0,68;polyester;5;3125;104,1;38,2;48,7;47796,832;65,95963
Inlet_water_Choisy 3;0,722;polyester;34;21250;238,6;113,4;142,1;963887,813;1330,16513
Inlet_water_Choisy 3;0,844;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Choisy 3;0,827;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Choisy 3;0,69;polyester;11;6875;128,1;68,3;103,8;187949,953;259,37094
Inlet_water_Choisy 3;0,711;polyester;45;28125;250,7;142,8;175,9;1606993,75;2217,65125
Inlet_water_Choisy 3;0,689;polyester;7;4375;95,7;58,2;78;101851,133;140,55456
Inlet_water_Choisy 3;0,67;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Choisy 3;0,674;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Choisy 3;0,715;polyester;43;26875;302,8;113;158,8;1214732,75;1676,33125
Inlet_water_Choisy 3;0,736;polyester;188;117500;737,7;202,8;264,7;9531875;13153,987
Inlet_water_Neuilly 1;0,873;pe;39;24375;255,5;121,5;166;1184371,25;1125,15263
Inlet_water_Neuilly 1;0,66;polyester;54;33750;284,2;151,2;198,6;2041243,5;2816,916
Inlet_water_Neuilly 1;0,712;polyester;38;23750;235,6;128,3;158,4;1219297,5;1682,6305
Inlet_water_Neuilly 1;0,804;pe;8;5000;104,1;61,2;80,3;122359,891;116,2419
Inlet_water_Neuilly 1;0,697;polyester;16;10000;159,6;79,8;94,6;319049,469;440,28825
Inlet_water_Neuilly 1;0,86;pe;23;14375;207;88,4;121,2;508404,938;482,98469
Inlet_water_Neuilly 1;0,835;pe;17;10625;152,5;88,7;113,3;377075,219;358,22147
Inlet_water_Neuilly 1;0,904;pe;18;11250;152,5;93,9;103,4;422741,75;401,60466
Inlet_water_Neuilly 1;0,674;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,963;pe;38;23750;204,4;147,9;176,6;1405524,25;1335,248
Inlet_water_Neuilly 1;0,858;pe;26;16250;176;117,5;147,1;763974,688;725,77594
Inlet_water_Neuilly 1;0,525;pu;1;625;31,8;25;25;6250;6,25
Inlet_water_Neuilly 1;0,913;pe;37;23125;203,5;144,7;168,5;1338170;1271,2615
Inlet_water_Neuilly 1;0,814;pe;13;8125;115,1;89,8;101,3;292008,344;277,40794
Inlet_water_Neuilly 1;0,659;polyester;27;16875;200,9;107;129,8;721943,125;996,2815
Inlet_water_Neuilly 1;0,934;pe;12;7500;131,1;72,9;78;218576,047;207,64723
Inlet_water_Neuilly 1;0,805;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 1;0,77;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 1;0,778;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,868;pe;9;5625;128,1;55,9;67,4;125817,734;119,52684
Inlet_water_Neuilly 1;0,77;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,783;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,836;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,8;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,76;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 1;0,9;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 1;0,76;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,842;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,886;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,763;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,691;polyester;25;15625;183,1;108,6;119,9;679029,938;937,06131
Inlet_water_Neuilly 1;0,688;polyester;48;30000;299,4;127,6;167,3;1531034,625;2112,82775
Inlet_water_Neuilly 1;0,928;pe;33;20625;188,9;139;177,4;1146952,5;1089,60488
Inlet_water_Neuilly 1;0,954;pe;10;6250;104,1;76,5;88,2;191187,328;181,62795
Inlet_water_Neuilly 1;0,682;polyester;8;5000;104,1;61,2;80,3;122359,891;168,85666
Inlet_water_Neuilly 1;0,706;polyester;16;10000;136,8;93,1;114,4;372283,031;513,75059
Inlet_water_Neuilly 1;0,693;polyester;21;13125;215,4;77,6;100,5;407318,813;562,09994
Inlet_water_Neuilly 1;0,674;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Neuilly 1;0,829;pe;8;5000;104,1;61,2;80,3;122359,891;116,2419
Inlet_water_Neuilly 1;0,706;polyester;41;25625;258,8;126,1;158,6;1292063,25;1783,04725
Inlet_water_Neuilly 1;0,695;polyester;31;19375;226,6;108,9;149;843873,188;1164,545
Inlet_water_Neuilly 1;0,699;polyester;59;36875;356,2;131,8;161,8;1944291,75;2683,1225
Inlet_water_Neuilly 1;0,681;polyester;6;3750;115,1;41,5;59,7;62202,961;85,84009
Inlet_water_Neuilly 1;0,704;polyester;18;11250;255,5;56,1;76,5;252292,063;348,16303
Inlet_water_Neuilly 1;0,691;polyester;16;10000;136,8;93,1;103,3;372283,031;513,75059
Inlet_water_Neuilly 1;0,92;pe;10;6250;115,1;69,1;80,5;172785,984;164,14669
Inlet_water_Neuilly 1;0,687;polyester;14;8750;170,8;65,2;80,7;228331,063;315,09688
Inlet_water_Neuilly 1;0,668;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 1;0,71;polyester;32;20000;258,2;98,6;124,2;789088,813;1088,9425
Inlet_water_Neuilly 1;0,71;polyester;15;9375;150;79,6;95;298415,531;411,81344
Inlet_water_Neuilly 1;0,678;polyester;8;5000;104,1;61,2;88,2;122359,891;168,85666
Inlet_water_Neuilly 1;0,693;polyester;28;17500;211,2;105,5;127,4;738508,188;1019,14131
Inlet_water_Neuilly 1;0,669;polyester;20;12500;170,8;93,2;115;465981,781;643,05488
Inlet_water_Neuilly 1;0,661;polyester;13;8125;131,1;78,9;113,4;256523,266;354,00209
Inlet_water_Neuilly 1;0,661;polyester;10;6250;128,1;62,1;85,6;155330,547;214,35616
Inlet_water_Neuilly 1;0,693;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 1;0,687;polyester;23;14375;207;88,4;104;508404,938;701,59881
Inlet_water_Neuilly 1;0,705;polyester;29;18125;290,1;79,5;140,5;576672,313;795,80781
Inlet_water_Neuilly 1;0,684;polyester;13;8125;152,5;67,8;93,6;220504,172;304,29575
Inlet_water_Neuilly 1;0,697;polyester;34;21250;244,3;110,7;127,6;941254,063;1298,93063
Inlet_water_Neuilly 1;0,873;pe;9;5625;170,8;41,9;63,6;94361,313;89,64324
Inlet_water_Neuilly 1;0,659;polyester;15;9375;170,8;69,9;106,5;262114,75;361,71834
Inlet_water_Neuilly 1;0,874;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 1;0,686;polyester;5;3125;80,9;49,2;58,5;61476,977;84,83823
Inlet_water_Neuilly 1;0,69;polyester;12;7500;177,1;53,9;74,3;161789,344;223,2693
Inlet_water_Neuilly 1;0,672;polyester;10;6250;150;53,1;70;132629,141;183,02822
Inlet_water_Neuilly 1;0,701;polyester;54;33750;300,6;143;179,2;1930084,875;2663,517
Inlet_water_Neuilly 1;0,654;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 1;0,686;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 1;0,688;polyester;12;7500;136,8;69,8;92,1;209409,203;288,98469
Inlet_water_Neuilly 1;0,661;polyester;17;10625;159,6;84,7;122,5;360176,938;497,04419
Inlet_water_Neuilly 1;0,785;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 1;0,68;polyester;7;4375;95,7;58,2;60,4;101851,133;140,55456
Inlet_water_Neuilly 1;0,693;polyester;11;6875;128,1;68,3;91,7;187949,953;259,37094
Inlet_water_Neuilly 1;0,678;polyester;14;8750;152,5;73,1;88,7;255732,672;352,91109
Inlet_water_Neuilly 1;0,675;polyester;22;13750;248,6;70,4;103,3;387313,406;534,4925
Inlet_water_Neuilly 1;0,693;polyester;10;6250;115,1;69,1;80,5;172785,984;238,44466
Inlet_water_Neuilly 1;0,896;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 1;0,82;pe;11;6875;128,1;68,3;97,8;187949,953;178,55245
Inlet_water_Neuilly 1;0,753;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,655;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 1;0,656;polyester;6;3750;115,1;41,5;52,7;62202,961;85,84009
Inlet_water_Neuilly 1;0,671;polyester;9;5625;95,7;74,8;95,7;168366,156;232,3453
Inlet_water_Neuilly 1;0,694;polyester;9;5625;115,1;62,2;73,5;139956,656;193,14019
Inlet_water_Neuilly 1;0,653;polyester;4;2500;75;42,4;50;42441,32;58,56902
Inlet_water_Neuilly 1;0,661;polyester;7;4375;104,1;53,5;72,4;93681,797;129,28088
Inlet_water_Neuilly 1;0,689;polyester;10;6250;104,1;76,5;88,2;191187,328;263,8385
Inlet_water_Neuilly 1;0,681;polyester;6;3750;95,7;49,9;60,4;74829,398;103,26457
Inlet_water_Neuilly 1;0,697;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 1;0,664;polyester;9;5625;115,1;62,2;73,5;139956,656;193,14019
Inlet_water_Neuilly 1;0,879;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,876;pe;9;5625;104,1;68,8;80,3;154861,719;147,11863
Inlet_water_Neuilly 1;0,675;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 1;0,702;polyester;16;10000;152,5;83,5;108,3;334018,188;460,94509
Inlet_water_Neuilly 1;0,703;polyester;33;20625;278,7;94,2;128,5;777370,813;1072,77175
Inlet_water_Neuilly 1;0,651;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 1;0,697;polyester;9;5625;115,1;62,2;73,5;139956,656;193,14019
Inlet_water_Neuilly 1;0,67;polyester;12;7500;131,1;72,9;95,7;218576,047;301,63494
Inlet_water_Neuilly 1;0,694;polyester;20;12500;159,6;99,7;145,7;498514,813;687,95044
Inlet_water_Neuilly 1;0,66;polyester;3;1875;60,4;39,6;42,7;29665,861;40,93889
Inlet_water_Neuilly 1;0,822;pe;15;9375;136,8;87,3;114,4;327201,906;310,84181
Inlet_water_Neuilly 1;0,682;polyester;4;2500;80,9;39,3;47,4;39345,266;54,29646
Inlet_water_Neuilly 1;0,931;pe;19;11875;150;100,8;115;478791,125;454,85156
Inlet_water_Neuilly 1;0,896;pe;11;6875;115,1;76;94,3;209071,031;198,61748
Inlet_water_Neuilly 1;0,903;pe;10;6250;115,1;69,1;87,4;172785,984;164,14669
Inlet_water_Neuilly 1;0,701;polyester;49;30625;379,4;102,8;217,2;1258881,5;1737,2565
Inlet_water_Neuilly 1;0,651;polyester;16;10000;201,8;63,1;99,2;252405,672;348,31981
Inlet_water_Neuilly 1;0,705;polyester;134;83750;402,2;265,1;360,9;8881671;12256,706
Inlet_water_Neuilly 1;0,678;polyester;13;8125;177,1;58,4;82,5;189877,781;262,03134
Inlet_water_Neuilly 1;0,698;polyester;10;6250;115,1;69,1;94,3;172785,984;238,44466
Inlet_water_Neuilly 1;0,78;pe;27;16875;166,4;129,1;166,4;871462,375;827,88925
Inlet_water_Neuilly 1;0,697;polyester;19;11875;136,8;110,5;136,8;524977,25;724,46863
Inlet_water_Neuilly 1;0,709;polyester;62;38750;313,8;157,2;198,1;2436790,25;3362,7705
Inlet_water_Neuilly 1;0,796;pe;7;4375;115,1;48,4;59,7;84665,141;80,43188
Inlet_water_Neuilly 1;0,715;polyester;23;14375;159,6;114,7;145,7;659285,75;909,81431
Inlet_water_Neuilly 1;0,892;pe;23;14375;159,6;114,7;141,1;659285,75;626,32144
Inlet_water_Neuilly 1;0,712;polyester;103;64375;370,2;221,4;289,4;5701443;7867,9915
Inlet_water_Neuilly 1;0,942;pe;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Neuilly 1;0,726;polyester;36;22500;275;104,2;142,5;937567,438;1293,843
Inlet_water_Neuilly 1;0,917;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,651;polyester;7;4375;128,1;43,5;55,3;76111,969;105,03452
Inlet_water_Neuilly 1;0,874;pe;8;5000;115,1;55,3;66,6;110583,039;105,05388
Inlet_water_Neuilly 1;0,668;polyester;9;5625;115,1;62,2;80,5;139956,656;193,14019
Inlet_water_Neuilly 1;0,905;pe;10;6250;136,8;58,2;69,7;145423,063;138,15191
Inlet_water_Neuilly 1;0,707;polyester;11;6875;136,8;64;80,9;175961,891;242,82741
Inlet_water_Neuilly 1;0,688;polyester;15;9375;185,1;64,5;79,7;241856,438;333,76188
Inlet_water_Neuilly 1;0,84;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 1;0,905;pe;10;6250;115,1;69,1;80,5;172785,984;164,14669
Inlet_water_Neuilly 1;0,698;polyester;16;10000;136,8;93,1;114,4;372283,031;513,75059
Inlet_water_Neuilly 1;0,699;polyester;36;22500;253,4;113;135,9;1017339,313;1403,92825
Inlet_water_Neuilly 1;0,881;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,676;polyester;18;11250;175;81,9;125;368330,031;508,29544
Inlet_water_Neuilly 1;0,683;polyester;16;10000;192,7;66,1;92,1;264287,719;364,71706
Inlet_water_Neuilly 1;0,827;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,718;polyester;43;26875;271,1;126,2;159,9;1357063,5;1872,74763
Inlet_water_Neuilly 1;0,68;polyester;20;12500;170,8;93,2;115;465981,781;643,05488
Inlet_water_Neuilly 1;0,808;pe;6;3750;100;47,7;50;71619,727;68,03874
Inlet_water_Neuilly 1;0,669;polyester;9;5625;104,1;68,8;96,2;154861,719;213,70917
Inlet_water_Neuilly 1;0,69;polyester;25;15625;255,5;77,9;100,9;486674,563;671,61088
Inlet_water_Neuilly 1;0,69;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 1;0,858;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,906;pe;24;15000;170,8;111,8;127,9;671013,75;637,46306
Inlet_water_Neuilly 1;0,652;polyester;12;7500;152,5;62,6;78,9;187885,234;259,28163
Inlet_water_Neuilly 1;0,708;polyester;83;51875;290,1;227,7;270,1;4723775,5;6518,81
Inlet_water_Neuilly 1;0,794;pe;10;6250;136,8;58,2;80,9;145423,063;138,15191
Inlet_water_Neuilly 1;0,711;polyester;446;278750;728,1;487,5;643;54352476;75006,416
Inlet_water_Neuilly 1;0,659;polyester;23;14375;271,2;67,5;106,2;388026,844;535,47706
Inlet_water_Neuilly 1;0,798;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,871;pe;18;11250;136,8;104,7;125,6;471170,688;447,61216
Inlet_water_Neuilly 1;0,689;polyester;26;16250;204,4;101,2;124,2;657987,75;908,02306
Inlet_water_Neuilly 1;0,951;pe;17;10625;136,8;98,9;114,4;420272,656;399,25903
Inlet_water_Neuilly 1;0,875;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,632;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,669;pvc;63;39375;430;116,6;160,8;1836118,625;2386,954
Inlet_water_Neuilly 1;0,809;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,669;polyester;17;10625;150;90,2;115;383298,156;528,95144
Inlet_water_Neuilly 1;0,606;pp;10;6250;104,1;76,5;88,2;191187,328;181,62795
Inlet_water_Neuilly 1;0,814;pe;11;6875;136,8;64;80,9;175961,891;167,1638
Inlet_water_Neuilly 1;0,878;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 1;0,599;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,634;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,602;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,606;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,597;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,575;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,571;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,659;polyester;7;4375;95,7;58,2;60,4;101851,133;140,55456
Inlet_water_Neuilly 1;0,808;pe;11;6875;115,1;76;94,3;209071,031;198,61748
Inlet_water_Neuilly 1;0,711;polyester;16;10000;131,1;97,1;113,4;388579,656;536,23994
Inlet_water_Neuilly 1;0,933;pe;43;26875;307,3;111,4;136,8;1197121,375;1137,26525
Inlet_water_Neuilly 1;0,668;polyester;9;5625;136,8;52,4;69,7;117792,672;162,55389
Inlet_water_Neuilly 1;0,842;pe;6;3750;100;47,7;50;71619,727;68,03874
Inlet_water_Neuilly 1;0,942;pe;38;23750;204,4;147,9;167,8;1405524,25;1335,248
Inlet_water_Neuilly 1;0,812;pe;6;3750;100;47,7;75;71619,727;68,03874
Inlet_water_Neuilly 1;0,871;pe;15;9375;131,1;91,1;113,4;341525,094;324,44884
Inlet_water_Neuilly 1;0,896;pe;15;9375;136,8;87,3;103,3;327201,906;310,84181
Inlet_water_Neuilly 1;0,708;pa;4;2500;75;42,4;50;42441,32;48,38311
Inlet_water_Neuilly 1;0,668;polyester;30;18750;283;84,4;112,2;632729,313;873,16644
Inlet_water_Neuilly 1;0,752;polyester;505;315625;882,6;455,3;632,8;57485724;79330,296
Inlet_water_Neuilly 1;0,678;polyester;9;5625;115,1;62,2;80,5;139956,656;193,14019
Inlet_water_Neuilly 1;0,672;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 1;0,787;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,802;pe;9;5625;104,1;68,8;88,2;154861,719;147,11863
Inlet_water_Neuilly 1;0,705;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 1;0,831;pe;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,665;polyester;11;6875;136,8;64;92,1;175961,891;242,82741
Inlet_water_Neuilly 1;0,674;polyester;14;8750;136,8;81,4;103,3;285029,188;393,34028
Inlet_water_Neuilly 1;0,839;pe;12;7500;131,1;72,9;95,7;218576,047;207,64723
Inlet_water_Neuilly 1;0,77;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 1;0,652;polyester;7;4375;104,1;53,5;64,5;93681,797;129,28088
Inlet_water_Neuilly 1;0,721;polyester;127;79375;511,5;197,6;243,4;6273756,5;8657,784
Inlet_water_Neuilly 1;0,676;polyester;27;16875;199;108;152,4;728825,563;1005,77925
Inlet_water_Neuilly 1;0,712;polyester;123;76875;511,5;191,4;253,2;5884782,5;8121
Inlet_water_Neuilly 1;0,698;polyester;9;5625;95,7;74,8;95,7;168366,156;232,3453
Inlet_water_Neuilly 1;0,844;pe;7;4375;104,1;53,5;80,3;93681,797;88,9977
Inlet_water_Neuilly 1;0,658;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 1;0,736;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,7;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,683;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,681;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,671;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,684;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,694;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,735;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 1;0,671;polyester;31;19375;369,1;66,8;138,5;517943,219;714,76163
Inlet_water_Neuilly 1;0,75;pe;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 1;0,772;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 1;0,673;polyester;14;8750;115,1;96,8;115,1;338660,563;467,35156
Inlet_water_Neuilly 1;0,655;polyester;3;1875;75;31,8;25;23873,24;32,94507
Inlet_water_Neuilly 1;0,818;pe;13;8125;136,8;75,6;92,1;245764,953;233,4767
Inlet_water_Neuilly 1;0,718;polyester;93;58125;464,8;159,2;242,4;3701915,5;5108,6435
Inlet_water_Neuilly 1;0,834;pe;19;11875;185,1;81,7;122,6;388045,188;368,64294
Inlet_water_Neuilly 1;0,658;polyester;22;13750;185,1;94,6;134,3;520260,063;717,95888
Inlet_water_Neuilly 1;0,662;polyester;12;7500;115,1;82,9;94,3;248811,844;343,36034
Inlet_water_Neuilly 1;0,659;polyester;7;4375;80,9;68,9;80,9;120494,875;166,28292
Inlet_water_Neuilly 2;0,586;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 2;0,752;pe;17;10625;150;90,2;115;383298,156;364,13325
Inlet_water_Neuilly 2;0,625;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 2;0,603;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 2;0,61;pp;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 2;0,671;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 2;0,749;polyester;23;14375;159,6;114,7;127,1;659285,75;909,81431
Inlet_water_Neuilly 2;0,815;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,754;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,669;polyester;35;21875;206,1;135,1;173,3;1182234,5;1631,48363
Inlet_water_Neuilly 2;0,914;ps;121;75625;394,6;244;302,2;7381624,5;7676,889
Inlet_water_Neuilly 2;0,914;ps;114;71250;376,5;241;294,1;6867944,5;7142,662
Inlet_water_Neuilly 2;0,691;pp;2;1250;60,4;26,4;25;13184,826;12,52558
Inlet_water_Neuilly 2;0,552;pp;4;2500;75;42,4;50;42441,32;40,31925
Inlet_water_Neuilly 2;0,568;pp;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 2;0,642;pp;3;1875;75;31,8;25;23873,24;22,67958
Inlet_water_Neuilly 2;0,663;polyester;19;11875;170,8;88,5;119,3;420548,531;580,357
Inlet_water_Neuilly 2;0,66;polyester;13;8125;136,8;75,6;92,1;245764,953;339,15563
Inlet_water_Neuilly 2;0,763;pe;15;9375;152,5;78,3;118,2;293570,625;278,89209
Inlet_water_Neuilly 2;0,619;pp;6;3750;95,7;49,9;60,4;74829,398;71,08793
Inlet_water_Neuilly 2;0,668;polyester;14;8750;152,5;73,1;113,3;255732,672;352,91109
Inlet_water_Neuilly 2;0,952;pe;34;21250;206,1;131,3;161,3;1115643,375;1059,86125
Inlet_water_Neuilly 2;0,78;pe;48;30000;308,9;123,6;170,3;1483658,375;1409,4755
Inlet_water_Neuilly 2;0,782;pe;6;3750;136,8;34,9;58,5;52352,301;49,73468
Inlet_water_Neuilly 2;0,832;pe;12;7500;128,1;74,6;85,6;223675,984;212,49219
Inlet_water_Neuilly 2;0,579;pp;3;1875;60,4;39,6;42,7;29665,861;28,18257
Inlet_water_Neuilly 2;0,923;pe;7;4375;100;55,7;75;97482,406;92,60828
Inlet_water_Neuilly 2;0,658;polyester;4;2500;60,4;52,7;60,4;52739,305;72,78024
Inlet_water_Neuilly 2;0,704;polyester;54;33750;413,3;104;157,8;1403607;1936,97763
Inlet_water_Neuilly 2;0,893;pe;8;5000;100;63,7;75;127323,953;120,95776
Inlet_water_Neuilly 2;0,892;pe;14;8750;131,1;85;95,7;297506,281;282,63097
Inlet_water_Neuilly 2;0,822;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 2;0,87;pe;9;5625;115,1;62,2;73,5;139956,656;132,95883
Inlet_water_Neuilly 2;0,606;pvc;8;5000;104,1;61,2;80,3;122359,891;165,18586
Inlet_water_Neuilly 2;0,607;pp;1;625;31,8;25;25;6250;5,9375
Inlet_water_Neuilly 2;0,772;pp;2;1250;50;31,8;25;15915,494;15,11972
Inlet_water_Neuilly 2;0,661;polyester;6;3750;80,9;59;69,7;88526,844;122,16705
Inlet_water_Neuilly 2;0,797;pe;7;4375;115,1;48,4;59,7;84665,141;80,43188
Inlet_water_Neuilly 2;0,948;pe;27;16875;278,7;77,1;106,4;520388,75;494,36931
Inlet_water_Neuilly 2;0,869;pe;6;3750;80,9;59;69,7;88526,844;84,1005
Inlet_water_Neuilly 2;0,755;pe;11;6875;136,8;64;80,9;175961,891;167,1638
Inlet_water_Neuilly 2;0,606;ps;5;3125;80,9;49,2;69,7;61476,977;63,93605
Inlet_water_Neuilly 2;0,949;pe;51;31875;328,1;123,7;205,4;1577109,375;1498,25388
Inlet_water_Neuilly 2;0,816;pe;4;2500;80,9;39,3;47,4;39345,266;37,378
Inlet_water_Neuilly 2;0,766;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,86;pe;7;4375;95,7;58,2;60,4;101851,133;96,75858
Inlet_water_Neuilly 2;0,766;pe;5;3125;75;53,1;75;66314,57;62,99884
Inlet_water_Neuilly 2;0,733;polyester;42;26250;211,2;158,3;206,3;1661643,25;2293,06775
Inlet_water_Neuilly 2;0,913;pe;8;5000;104,1;61,2;80,3;122359,891;116,2419
Inlet_water_Neuilly 2;0,616;pvc;2;1250;50;31,8;25;15915,494;21,48592
Inlet_water_Neuilly 2;0,83;pe;5;3125;80,9;49,2;58,5;61476,977;58,40313
Inlet_water_Neuilly 2;0,696;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 2;0,652;polyester;8;5000;95,7;66,5;78;133030,047;183,58147
Inlet_water_Neuilly 2;0,825;pe;4;2500;60,4;52,7;60,4;52739,305;50,10234
Inlet_water_Neuilly 2;0,701;polyester;20;12500;238,6;66,7;101,1;333518,219;460,25513
Inlet_water_Neuilly 2;0,877;pe;7;4375;80,9;68,9;80,9;120494,875;114,47013
Inlet_water_Neuilly 2;0,861;pe;8;5000;100;63,7;75;127323,953;120,95776
Inlet_water_Neuilly 2;0,667;polyester;9;5625;104,1;68,8;80,3;154861,719;213,70917
Inlet_water_Neuilly 2;0,775;pp;8;5000;95,7;66,5;78;133030,047;126,37854
Inlet_water_Neuilly 2;0,695;polyester;29;18125;211,2;109,3;134,2;792200,688;1093,237
Inlet_water_Neuilly 2;0,701;polyester;29;18125;282,9;81,6;101,3;591464,625;816,22119
